Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1994],1994 [YR1995],1995 [YR1995],1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Algeria,DZA,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,12.56281376,11.5,11.44278622,33.83084488,33.33333206,34.13461685,27.27272797,25.83732033,23.92344475,24.51922989,23.22274971,25.11848259,23.47417831,24.88262939,30.98591614,22.59615326,17.1428566,18.09523773,18.09523773,21.90476227,20.47619057,22.38095284
Algeria,DZA,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,14.5,12.4378109,14.42786026,18.9054718,18.9054718,23.55769157,25.48077011,22.59615326,20.19230843,20.67307663,17.53554535,18.48341179,20.18779373,22.53521156,23.94366264,25.12315178,24.63054276,23.64532089,23.15270996,21.35922241,19.8067627,19.32367134
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,87.09677124,89.30480957,88.29787445,87.83068848,88.35978699,84.2364502,88.29268646,88.29268646,88.34951782,87.37863922,87.55980682,88.09523773,87.20378876,87.20378876,86.7298584,87.0192337,85.7142868,87.14286041,86.19047546,86.19047546,87.14286041,88.57142639
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,88.52458954,87.97814178,87.97814178,88.10810852,88.10810852,90.04975128,88.23529053,89.75609589,90.29125977,90.77669525,91.86602783,89.95215607,90.52132416,91.4691925,92.41706085,95.19230652,95.7142868,96.66666412,98.09523773,98.57142639,98.09523773,95.7142868
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,89.36170197,90.42552948,86.77248383,92.59259033,98.49246216,98.05825043,99.02912903,98.55072784,98.55072784,98.07691956,94.31279755,93.83885956,95.73459625,94.78672791,93.83885956,96.66666412,97.61904907,97.14286041,97.14286041,97.16981506,98.58490753,99.05660248
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,88.04347992,89.13043213,87.5,90.8108139,90.2702713,89.05472565,90.68627167,91.1764679,90.77669525,91.26213837,91.38755798,89.95215607,94.31279755,93.83885956,92.89099884,78.36538696,78.57142639,78.09523773,85.7142868,85.7142868,86.19047546,88.57142639
Andorra,AND,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,86.43215942,85.5,87.56218719,86.06964874,84.0796051,87.5,81.8181839,74.16268158,87.08133698,87.0192337,87.67772675,86.7298584,89.20188141,89.20188141,88.73239136,90.38461304,90,90.95237732,90.47618866,90.95237732,90.95237732,92.85713959
Andorra,AND,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,98.5,97.51243591,97.0149231,95.52238464,94.02985382,94.71154022,94.71154022,92.30769348,92.30769348,93.2692337,92.41706085,92.89099884,93.89671326,93.89671326,93.89671326,87.68473053,88.17733765,87.19211578,86.20689392,82.03883362,85.02415466,83.09178925
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,9.677419662,7.486630917,8.510638237,7.936507702,5.291005135,5.911330223,6.341463566,7.804878235,5.339805603,4.368932247,2.87081337,3.809523821,3.317535639,4.739336491,4.739336491,3.846153736,4.285714149,4.761904716,5.714285851,10.95238113,14.28571415,18.5714283
Angola,AGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,21.31147575,15.8469944,12.02185822,9.729729652,12.43243217,4.975124359,12.74509811,5.365853786,10.19417477,14.56310654,19.1387558,11.00478458,9.004739761,17.53554535,9.952606201,14.90384579,18.09523773,15.23809528,17.1428566,14.76190472,11.90476227,9.523809433
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,3.723404169,1.06382978,1.587301612,9.523809433,19.59799004,16.5048542,21.35922241,28.01932335,24.1545887,31.25,32.70142365,37.91469193,34.59715652,35.0710907,35.0710907,32.8571434,28.09523773,33.33333206,30.47619057,34.90565872,31.60377312,24.52830124
Angola,AGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,7.608695507,8.695652008,7.065217495,9.189188957,11.89189148,9.452735901,10.29411793,12.25490189,16.5048542,15.04854393,15.31100464,14.83253574,12.32227516,18.00947952,15.63981056,21.63461494,21.90476227,15.23809528,12.38095284,20.95238113,18.09523773,19.04761887
Angola,AGO,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,3.5175879,5.5,2.48756218,2.48756218,5.97014904,5.288461685,6.220095634,8.133971214,6.220095634,7.211538315,9.478672981,8.056872368,8.92018795,7.51173687,7.51173687,11.53846169,12.85714245,16.19047546,14.76190472,16.66666603,15.23809528,18.09523773
Angola,AGO,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,6,9.452735901,8.955224037,12.93532372,10.9452734,11.53846169,12.01923084,11.53846169,14.42307663,15.86538506,14.69194317,14.69194317,14.55399036,15.96244144,15.96244144,15.27093601,15.27093601,16.74876785,18.22660065,22.81553459,25.12077332,25.60386467
Armenia,ARM,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,38.17204285,21.92513275,25,28.04232788,31.74603081,28.5714283,29.75609779,29.75609779,26.21359253,28.15534019,30.14354134,27.61904716,27.48815155,33.175354,36.01895905,35.09615326,31.4285717,30.95238113,30,40,47.61904907,56.19047546
Armenia,ARM,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,41.530056,32.24043655,34.42623138,55.67567444,50.81081009,52.73631668,50.98039246,45.85365677,43.20388412,50,55.02392197,48.80382919,51.18483353,54.9763031,58.76777267,43.75,41.90476227,40,42.38095093,47.1428566,42.38095093,39.52381134
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,34.04255295,25,25.92592621,37.56613922,51.75879288,40.77669907,42.71844482,38.16424942,47.82608795,44.23077011,52.60663605,49.76303482,44.07582855,51.18483353,50.23696518,35.7142868,37.1428566,22.38095284,25.23809433,29.71698189,30.18867874,20.28301811
Armenia,ARM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,44.02173996,41.30434799,44.02173996,57.29729843,58.91891861,57.21393204,55.88235474,58.82352829,59.22330093,60.67961121,60.76554871,60.28708267,59.24170685,62.08530807,59.71564102,56.25,60,62.38095093,62.8571434,64.2857132,61.42856979,59.52381134
Armenia,ARM,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,37.68844223,40,36.31840897,38.80596924,44.27860641,38.46154022,40.66985703,35.88516617,37.79904175,44.23077011,40.75829315,37.91469193,41.78403854,42.25352097,45.07042313,38.46154022,38.57143021,49.04761887,46.19047546,48.09523773,48.57143021,49.52381134
Armenia,ARM,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,33,40.79602051,36.31840897,36.81592178,34.82587051,30.28846169,29.80769157,26.44230843,25.96153831,24.51922989,23.69668198,25.11848259,28.16901398,30.04694748,29.10798073,30.54187202,29.55665016,31.03448296,32.01970291,39.32038879,48.79227066,48.79227066
Austria,AUT,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,92.47312164,93.04812622,92.55319214,93.65079498,94.708992,97.04433441,95.12194824,94.63414764,96.11650848,93.68932343,92.82296753,91.90476227,89.57346344,89.57346344,90.52132416,90.86538696,90.47618866,90.95237732,90.47618866,90.95237732,90.47618866,90.95237732
Austria,AUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,92.89617157,92.89617157,94.53552246,95.13513184,97.29729462,93.03482819,92.64705658,96.0975647,96.60194397,94.6601944,93.77990723,97.12918854,92.89099884,92.89099884,92.89099884,91.34615326,89.04762268,90.95237732,90.95237732,90.95237732,91.42857361,93.80952454
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,96.80850983,85.63829803,76.19047546,94.708992,80.40200806,84.95145416,86.40776825,86.47342682,96.13526917,98.55769348,90.99526215,89.09952545,91.4691925,96.20853424,96.20853424,95.23809814,90,77.14286041,85.23809814,77.35848999,77.35848999,76.88679504
Austria,AUT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,96.19565582,90.76087189,92.93478394,92.97297668,91.89189148,91.54228973,95.09803772,96.07843018,96.11650848,94.17475891,92.34449768,92.34449768,90.52132416,91.4691925,91.4691925,91.34615326,91.42857361,91.42857361,90.95237732,91.42857361,91.42857361,90.95237732
Austria,AUT,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,97.48743439,97.5,98.00994873,97.51243591,96.51741028,96.15384674,97.60765839,98.56459045,99.52153015,98.55769348,96.20853424,96.6824646,96.71361542,97.65258026,97.65258026,96.63461304,96.19047546,95.7142868,97.14286041,98.57142639,98.57142639,97.14286041
Austria,AUT,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,93.5,92.03980255,90.04975128,91.54228973,91.54228973,92.78845978,90.38461304,93.75,94.71154022,94.2307663,94.78672791,95.26066589,94.8356781,95.30516052,95.77465057,94.58128357,94.08866882,93.59606171,95.07389069,94.6601944,94.68598938,95.6521759
Azerbaijan,AZE,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,2.688172102,3.743315458,4.255319118,6.349206448,10.58201027,10.34482765,15.60975647,12.68292713,11.1650486,10.67961121,9.090909004,6.666666508,9.478672981,11.84834099,16.587677,14.90384579,16.66666603,19.52380943,17.61904716,20.95238113,22.8571434,15.23809528
Azerbaijan,AZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,18.57923508,18.03278732,18.03278732,16.21621704,18.91891861,17.91044807,26.96078491,30.24390221,22.3300972,23.30097008,30.14354134,24.4019146,24.64455032,24.64455032,38.86256027,42.30769348,44.76190567,46.66666794,47.1428566,47.61904907,46.19047546,47.61904907
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,21.27659607,22.87234116,20.1058197,17.46031761,21.10552788,16.9902916,16.9902916,16.42512131,25.60386467,32.69230652,35.54502487,36.4928894,29.85782051,23.22274971,33.64928818,26.19047546,21.90476227,18.09523773,19.52380943,20.75471687,22.64151001,17.45282936
Azerbaijan,AZE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,11.41304302,15.76086998,18.47826004,24.86486435,30.27026939,27.86069679,29.90196037,32.84313583,34.46601868,41.74757385,41.62679291,38.2775116,37.44075775,33.175354,36.4928894,43.75,40,39.04761887,38.09523773,39.52381134,44.2857132,39.04761887
Azerbaijan,AZE,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,13.06532669,15,14.42786026,18.9054718,22.38805962,19.71153831,26.79425812,21.53110123,21.53110123,22.11538506,20.37914658,21.32701492,17.8403759,21.59624481,26.29108047,28.36538506,28.09523773,31.90476227,30.47619057,28.5714283,28.09523773,24.2857151
Azerbaijan,AZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,15.5,17.91044807,21.8905468,20.39801025,20.39801025,18.75,15.38461494,10.57692337,12.01923084,11.05769253,13.27014256,12.79620838,12.67605591,12.20657253,9.389671326,7.38916254,6.896551609,6.403940678,6.896551609,7.281553268,7.246376991,5.797101498
Bahrain,BHR,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,63.97849274,62.03208542,66.48936462,77.77777863,69.31217194,69.950737,66.82926941,60.48780441,61.16504669,62.62136078,63.63636398,62.38095093,63.5071106,67.77251434,68.2464447,62.98077011,59.04761887,55.7142868,50.47618866,50,53.80952454,51.90476227
Bahrain,BHR,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,77.04917908,71.03825378,68.85246277,68.10810852,64.32432556,69.65174103,64.70587921,65.36585236,66.50485229,66.50485229,67.46411133,66.98564911,68.2464447,68.72038269,69.66824341,71.63461304,71.42857361,65.23809814,59.04761887,58.09523773,62.38095093,66.66666412
Bahrain,BHR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,36.70212936,38.29787064,48.14814758,54.4973526,62.31155777,55.82524109,46.60194016,32.36714935,36.71497726,36.53845978,40.75829315,28.90995216,18.95734596,15.63981056,9.004739761,15.71428585,12.85714245,19.52380943,14.28571415,17.45282936,23.11320686,24.05660439
Bahrain,BHR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,74.45652008,72.82608795,75.54347992,73.51351166,67.02702332,71.14427948,70.09803772,71.07843018,72.8155365,72.33009338,72.72727203,74.16268158,75.35545349,72.98577881,70.1421814,73.07691956,76.66666412,70.47618866,66.66666412,66.66666412,68.09523773,72.38095093
Bahrain,BHR,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,50.75376892,63,60.19900513,65.67163849,68.15920258,69.2307663,68.89952087,61.24401855,66.02870941,65.38461304,64.45497894,63.5071106,62.4413147,60.5633812,61.50234604,66.82691956,65.7142868,65.7142868,66.19047546,65.23809814,67.14286041,65.23809814
Bahrain,BHR,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,25.5,16.41790962,17.41293526,31.3432827,30.34825897,31.25,25,23.55769157,25,23.07692337,26.54028511,19.9052124,13.14554024,11.26760578,12.20657253,11.33004951,11.82266045,10.83743858,11.33004951,10.67961121,10.14492798,8.695652008
Belarus,BLR,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,42.47311783,47.59358215,38.82978821,33.86243439,37.56613922,25.61576271,26.8292675,36.5853653,34.46601868,34.46601868,33.97129059,30.95238113,31.7535553,39.8104248,42.18009567,51.44230652,46.66666794,49.04761887,47.1428566,50.95238113,56.19047546,49.52381134
Belarus,BLR,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,41.530056,32.24043655,25.68305969,13.51351357,14.05405426,7.462686539,12.25490189,9.756097794,11.1650486,10.67961121,8.133971214,9.569377899,9.478672981,18.48341179,18.00947952,34.61538315,34.76190567,33.80952454,39.04761887,41.90476227,44.76190567,18.5714283
Belarus,BLR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,50,50,51.85185242,56.61375809,69.84924316,51.45631027,56.31068039,50.24154663,55.07246399,62.5,62.55924225,42.18009567,42.18009567,47.86729813,46.44549942,52.8571434,51.90476227,51.42856979,43.33333206,57.54716873,58.49056625,16.98113251
Belarus,BLR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,14.13043499,7.065217495,7.608695507,6.486486435,8.648648262,11.44278622,6.862745285,3.921568632,6.796116352,8.252427101,12.44019127,10.04784679,8.056872368,11.37440777,11.37440777,12.5,10.47619057,12.38095284,18.09523773,19.04761887,27.61904716,21.4285717
Belarus,BLR,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,24.12060356,22,15.42288589,10.44776154,15.92039776,12.5,11.96172237,8.612440109,11.48325348,13.94230747,15.63981056,14.21800995,13.14554024,19.7183094,20.18779373,21.15384674,19.04761887,24.2857151,19.52380943,19.04761887,20.95238113,14.28571415
Belarus,BLR,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,23.5,27.36318398,11.94029808,8.45771122,8.955224037,5.769230843,3.365384579,5.288461685,6.25,6.730769157,7.109004974,7.109004974,5.164319038,6.103286266,5.633802891,7.881773472,8.374383926,12.80788136,12.31527138,12.13592243,11.11111069,9.178744316
Belgium,BEL,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,88.70967865,87.16577911,90.42552948,89.94709015,89.41799164,90.14778137,90.24390411,88.78048706,90.29125977,90.77669525,90.90908813,90,90.52132416,91.4691925,90.99526215,91.34615326,90.95237732,91.90476227,89.52381134,89.52381134,89.52381134,90
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,91.25682831,92.34972382,90.71038055,96.21621704,95.67567444,93.532341,93.13725281,94.14633942,91.74757385,87.86407471,92.34449768,93.30143738,94.78672791,94.78672791,94.78672791,90.86538696,91.42857361,89.52381134,85.7142868,86.19047546,82.85713959,84.2857132
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,92.02127838,81.9148941,83.59788513,91.53439331,74.37185669,71.8446579,70.38835144,73.91304016,72.46376801,67.78845978,75.35545349,74.40758514,78.1990509,76.30331421,77.72512054,69.52381134,64.2857132,61.42856979,62.38095093,59.43396378,60.84905624,64.15093994
Belgium,BEL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,84.78260803,79.3478241,85.86956787,85.94594574,87.02702332,88.05970001,87.2549057,88.72548676,91.26213837,91.74757385,87.55980682,85.64593506,86.7298584,86.7298584,87.67772675,84.13461304,88.57142639,88.57142639,86.66666412,86.66666412,87.61904907,89.04762268
Belgium,BEL,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,89.94974518,87,89.05472565,89.05472565,89.05472565,88.94230652,88.51674652,88.99521637,88.99521637,89.42308044,88.62559509,90.0473938,90.14084625,90.14084625,90.14084625,88.94230652,88.09523773,88.57142639,87.61904907,87.61904907,87.61904907,87.61904907
Belgium,BEL,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,92.5,91.54228973,92.53731537,93.03482819,95.52238464,90.86538696,91.34615326,92.78845978,93.75,92.78845978,93.3649292,94.31279755,92.95774841,92.95774841,92.95774841,94.08866882,94.58128357,95.56650543,93.10344696,92.71844482,93.71981049,90.82125854
Benin,BEN,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,34.94623566,33.68983841,31.38297844,26.98412704,35.97883606,33.99014664,20.48780441,34.14634323,37.86407852,36.89320374,29.66507149,29.52380943,33.175354,20.37914658,24.64455032,29.80769157,34.2857132,35.23809433,33.80952454,41.42856979,42.38095093,54.76190567
Benin,BEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,41.530056,44.26229477,42.07650375,34.59459305,35.67567444,38.30845642,33.33333206,32.19512177,34.46601868,38.34951401,34.44976044,32.53588486,35.54502487,36.96682358,36.4928894,35.57692337,28.5714283,30.95238113,24.76190567,30,35.23809433,40.95238113
Benin,BEN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,84.57447052,72.87233734,74.6031723,73.54497528,69.34673309,54.36893082,61.16504669,63.28502274,57.97101593,56.73077011,60.1895752,53.55450058,57.34597015,58.2938385,58.2938385,47.1428566,44.76190567,47.1428566,47.61904907,40.56603622,29.71698189,31.60377312
Benin,BEN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,47.82608795,48.36956406,45.10869598,33.51351166,27.56756783,28.35820961,25.98039246,36.27450943,32.52427292,31.06796074,37.79904175,37.32057571,36.96682358,37.91469193,37.44075775,29.80769157,29.52380943,29.04761887,31.4285717,37.1428566,35.23809433,35.23809433
Benin,BEN,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,53.26633072,54,46.26865768,45.27363205,40.79602051,39.42307663,35.40670013,37.32057571,36.84210587,36.53845978,31.27962112,30.33175278,30.51643181,34.74178314,34.74178314,36.05769348,33.33333206,30,29.52380943,26.19047546,26.19047546,23.80952454
Benin,BEN,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,59,62.6865654,60.69651794,51.24378204,54.72636795,51.44230652,49.51922989,57.69230652,57.69230652,57.69230652,57.81990433,56.87203979,54.46009445,54.92957687,55.86854553,57.1428566,58.62068939,60.09852219,58.12807846,56.79611588,49.27536392,42.99517059
Bosnia and Herzegovina,BIH,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,48.92473221,42.24599075,35.10638428,43.38624191,47.08994675,43.84236526,49.26829147,45.85365677,43.68931961,42.23300934,43.06220245,46.19047546,46.44549942,46.91942978,50.71089935,48.07692337,42.38095093,37.1428566,36.19047546,30.95238113,29.52380943,28.5714283
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,8.196721077,6.557376862,13.11475372,11.89189148,21.08108139,27.86069679,25.98039246,33.17073059,19.90291214,33.0097084,27.27272797,26.79425812,26.06635094,39.8104248,39.8104248,34.13461685,30.95238113,35.7142868,32.8571434,26.19047546,27.1428566,12.38095284
Bosnia and Herzegovina,BIH,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,25.53191566,27.65957451,30.15872955,40.74074173,32.66331482,45.63106918,30.58252335,31.40096664,25.12077332,27.88461494,23.69668198,24.64455032,20.37914658,28.4360199,34.12322235,44.76190567,31.90476227,30.95238113,32.38095093,31.60377312,29.24528313,30.6603775
Bosnia and Herzegovina,BIH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,..,..,..,..,..,..,19.56521797,16.30434799,24.45652199,29.72973061,37.83783722,46.7661705,30.3921566,35.29411697,45.63106918,50.48543549,50.71770477,50.23923492,52.13270187,51.6587677,50.23696518,50.48077011,46.66666794,48.57143021,50.47618866,47.1428566,48.57143021,44.76190567
Bosnia and Herzegovina,BIH,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,43.21607971,30.5,32.83581924,32.83581924,31.3432827,37.5,36.36363602,39.71291733,38.75598145,40.86538315,44.54976273,44.07582855,45.07042313,49.76525879,51.64319229,51.92307663,45.7142868,47.1428566,46.66666794,45.23809433,46.19047546,42.38095093
Bosnia and Herzegovina,BIH,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..,..,47,48.75621796,48.75621796,46.26865768,55.22388077,55.76922989,58.17307663,53.36538315,52.88461685,49.03845978,48.3412323,45.49763107,42.72300339,45.07042313,43.66197205,46.30541992,43.34975433,41.87192154,38.91625595,36.89320374,37.68115997,36.231884
Botswana,BWA,Control of Corruption: Percentile Rank,CC.PER.RNK,..,..,..,..,..,..,77.4193573,78.07486725,78.19149017,74.6031723,85.18518829,79.80295563,82.92682648,79.02439117,79.61164856,81.06796265,78.94736481,80.95237732,79.62084961,78.1990509,77.72512054,76.44230652,76.66666412,79.52381134,75.7142868,76.19047546,74.2857132,71.42857361
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,..,..,..,..,..,..,70.49180603,69.39891052,67.21311188,69.1891861,72.43243408,72.13930511,71.07843018,68.29268646,69.90291595,68.93203735,66.50717926,66.50717926,66.35070801,65.40284729,64.9289093,65.38461304,69.04762268,70,65.23809814,62.38095093,66.66666412,58.57143021
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,79.78723145,80.3191452,82.01058197,76.71957397,85.42713928,78.1553421,83.00971222,81.64250946,85.50724792,84.61538696,82.93838501,83.412323,85.30805969,88.62559509,88.1516571,84.2857132,86.19047546,84.2857132,84.76190186,82.07546997,88.20755005,83.96226501
